Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1583(_shrink_mask)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1203(_uniform_y)
       70    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2380(_unpack_to_numpy)
       33    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1069(_translate_tick_params)
     1939    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3220(_min_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:1131(write)
       18    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\ipkernel.py:775(_clean_thread_parent_frames)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:377(stack)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1937(set_major_locator)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:2001(_switch_canvas_and_return_print_method)
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       19    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1911(_set_formatter)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3588(set_xbound)
        1    0.000    0.000    0.000    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1209    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:601(get_wrap)
      160    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:489(_no_nep50_warning)
      815    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:298(axes)
      448    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:135(set_xy)
     1429    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:265(get_loc)
      135    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:332(intervalx)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:289(drive)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\jupyter_client\session.py:649(msg)
       63    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:317(get_patch_transform)
      309    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1105(set_gapcolor)
     1209    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:292(get_transform_rotates_text)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:784(_repr_pprint)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:124(__init__)
      110    0.000    0.000    0.000    0.000 <frozen _collections_abc>:916(__iter__)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:6004(max)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1441(autoscale_None)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:859(update_from_path)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:588(autoscale_None)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1478(__array__)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:876(_set_lim_and_transforms)
      309    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1046(set_antialiased)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3760(set_ylabel)
      644    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:608(get_gid)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:506(set_hatch)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:769(set_facecolor)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\display_functions.py:45(publish_display_data)
     1013    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:317(get_rotation_mode)
     1297    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:211(vertices)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:118(_run_event_pipe_gc)
       80    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:555(_in_deferred_types)
     1234    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:495(_unary_dispatcher)
      234    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numerictypes.py:289(issubclass_)
      248    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
       23    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
     1131    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:210(_reshape_dispatcher)
      220    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:976(get_hatch_path)
      208    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2803(get_affine)
       81    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2263(<genexpr>)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1871(set_major_formatter)
       34    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:428(set_linewidth)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:443(set_linestyle)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:3338(signature)
       11    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:577(_schedule_flush)
       74    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:22(atleast_1d)
        1    0.000    0.000    0.000    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:3062(from_callable)
     1416    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1819(get_affine)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:561(set_norm)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:2386(masked_invalid)
       41    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\weakref.py:46(__new__)
      139    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
      239    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1339(set_parse_math)
       31    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2663(get_matrix)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:909(__init__)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:362(size)
       25    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      4/2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2473(_signature_from_callable)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2904(cumsum)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\Desktop\ESR-Simulation\ESR Examples\..\ESR_STM_SpinSimulation.py:898(plotEnergyVsSz)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:532(norm)
      603    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1140(_argsort_dispatcher)
       80    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1975(ge)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:248(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\utils\dir2.py:54(get_real_method)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:567(show)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:313(_prepare_points)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\matplotlib_inline\backend_inline.py:72(show)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:374(extents)
      309    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:550(set_markevery)
      364    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1317(name)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\matplotlib_inline\backend_inline.py:30(new_figure_manager_given_figure)
       40    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:708(__set__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       82    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1882(inverted)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\jupyter_client\session.py:645(msg_header)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:5231(<genexpr>)
      239    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:321(set_antialiased)
     1209    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1351(get_parse_math)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:154(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\zmqshell.py:81(publish)
       23    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1251(__init__)
       83    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1676(get_minor_ticks)
      206    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:220(get_tick_padding)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:7054(__call__)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:799(update_ticks)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2399(__repr__)
      112    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:4350(xlabel)
       31    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:500(set_capstyle)
      227    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1317(_replace_dtype_fields_recursive)
      364    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:259(points_to_pixels)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3188(view)
      424    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:558(__getattr__)
       60    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:622(get_snap)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:818(set_edgecolor)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:3509(new_figure_manager_given_figure)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:587(_schedule_in_thread)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:257(_parse_path)
       80    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:204(_sanitize_extrema)
       33    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:144(ones)
       12    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\jupyter_client\jsonutil.py:107(json_default)
        9    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:332(_scale_norm)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:1786(new_manager)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:689(set)
       58    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\typing.py:426(inner)
      160    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1958(closeto)
      571    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:272(get_fillstyle)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:539(_get_data_path)
      436    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:720(get_path_effects)
       13    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1953(set_minor_locator)
      445    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:343(send_multipart)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\tornado\ioloop.py:596(call_later)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:717(set_data)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:2673(create_with_canvas)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:2627(wrapped_method)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:380(full_like)
      319    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\cycler\__init__.py:259(__iter__)
      304    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       32    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\typing.py:1374(__instancecheck__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3507(set_xlabel)
      160    0.000    0.000    0.000    0.000 {built-in method math.log10}
      202    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:4365(ylabel)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:684(_normalize_image_array)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:127(_event_pipe_gc)
       61    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3578(mask)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:777(call_later)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2877(args)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:943(set_label)
      100    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:242(x0)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:586(set_clip_box)
      862    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:699(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:592(flush)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\tornado\platform\asyncio.py:210(call_at)
      402    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2344(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\Desktop\ESR-Simulation\ESR Examples\..\ESR_STM_SpinSimulation.py:816(calculate_derivative)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1847(is_separable)
       12    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:710(_flush_buffers)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:912(reset_ticks)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:2636(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:910(__call__)
       22    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:148(_crc32)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:571(set_linewidth)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1684(make_mask_none)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:97(_showwarnmsg)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2369(_signature_from_function)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:65(zeros_like)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:20(_showwarnmsg_impl)
      297    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      240    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:945(set_linewidth)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:397(get_subplot_params)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:499(inv)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\typing.py:1665(__subclasscheck__)
       50    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:718(_validate)
       35    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:30(_maybe_view_as_subclass)
       71    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1759(__call__)
       20    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\eventloop\zmqstream.py:542(sending)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3190(set_axisbelow)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:551(_from_subplot_args)
      300    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       33    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:1134(is_alive)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      402    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:1236(_eigvalsh_dispatcher)
       91    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1730(__call__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:608(padded)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:801(call_at)
      457    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:161(concatenate)
       22    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
      615    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:223(codes)
       58    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:106(__hash__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:2254(mpl_connect)
