Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      103    0.000    0.000    0.017    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1034(get_path)
        5    0.000    0.000    0.017    0.003 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:1470(inner)
        8    0.004    0.000    0.016    0.002 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:616(_flush)
      235    0.001    0.000    0.016    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:194(update)
      255    0.000    0.000    0.016    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:279(__deepcopy__)
     1232    0.004    0.000    0.016    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:204(_assert_finite)
     2134    0.002    0.000    0.016    0.000 {method 'min' of 'numpy.ndarray' objects}
     1131    0.002    0.000    0.015    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:215(reshape)
29285/25065    0.011    0.000    0.015    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:316(stale)
     1489    0.012    0.000    0.015    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1795(normalize_kwargs)
     1800    0.012    0.000    0.015    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:896(outer)
     6366    0.015    0.000    0.015    0.000 {built-in method numpy.zeros}
    55759    0.014    0.000    0.014    0.000 {method 'get' of 'dict' objects}
      239    0.001    0.000    0.014    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1306(set_fontproperties)
     1429    0.002    0.000    0.013    0.000 {method 'all' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.013    0.004 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:560(_add_solids)
     2134    0.002    0.000    0.013    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:47(_amin)
        3    0.000    0.000    0.013    0.004 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:6237(pcolormesh)
     3687    0.005    0.000    0.013    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1294(set_ydata)
    15231    0.007    0.000    0.013    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:694(_get)
     1950    0.002    0.000    0.013    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3080(max)
     1223    0.005    0.000    0.013    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:41(_wrapit)
      160    0.002    0.000    0.012    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:214(format_ticks)
       58    0.001    0.000    0.012    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2802(get_tick_space)
     8458    0.012    0.000    0.012    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1074    0.002    0.000    0.012    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2008(rotate_deg)
      817    0.007    0.000    0.012    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:626(translated)
      603    0.001    0.000    0.012    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1144(argsort)
    12886    0.012    0.000    0.012    0.000 {built-in method numpy.asarray}
      307    0.003    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1238(findfont)
      235    0.000    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1198(update)
     3123    0.005    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:303(helper)
     1429    0.001    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:68(_all)
        4    0.000    0.000    0.011    0.003 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:349(draw)
      402    0.002    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2349(sum)
     4800    0.003    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:635(transpose)
     3600    0.004    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1704(diagonal)
     5655    0.008    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1779(__init__)
        2    0.000    0.000    0.011    0.005 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:1002(draw)
      581    0.002    0.000    0.011    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:433(update_position)
       20    0.000    0.000    0.011    0.001 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\eventloop\zmqstream.py:583(_handle_events)
     2274    0.003    0.000    0.010    0.000 {method 'max' of 'numpy.ndarray' objects}
  473/467    0.003    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:836(_unstale_viewLim)
     1889    0.004    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:275(to_rgba)
     1074    0.005    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1985(rotate)
      389    0.001    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2310(getter)
      440    0.001    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:635(new_gc)
      674    0.005    0.000    0.010    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:180(__init__)
       48    0.000    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:644(get_window_extent)
     3294    0.009    0.000    0.009    0.000 {built-in method numpy.array}
     1636    0.006    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:148(_commonType)
      465    0.001    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:850(viewLim)
      124    0.000    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:306(get_transform)
      603    0.009    0.000    0.009    0.000 {method 'argsort' of 'numpy.ndarray' objects}
    27066    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
      393    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:99(__init__)
      440    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:711(__init__)
      866    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:302(xmin)
     2361    0.004    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1275(set_xdata)
     1727    0.004    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:441(__enter__)
       34    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1364(__call__)
      320    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:602(__init__)
      908    0.002    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:317(ymax)
       80    0.005    0.000    0.009    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:2349(isclose)
    16/13    0.000    0.000    0.008    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1300(vmax)
        4    0.000    0.000    0.008    0.002 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:161(_resample)
     5372    0.008    0.000    0.008    0.000 {method 'astype' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.008    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\eventloop\zmqstream.py:624(_handle_recv)
     1429    0.008    0.000    0.008    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2914(_interval_contains_close)
        1    0.000    0.000    0.008    0.008 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:276(__init__)
        4    0.000    0.000    0.008    0.002 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:354(to_rgba)
     2274    0.001    0.000    0.008    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:43(_amax)
     2455    0.002    0.000    0.008    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:216(_is_nth_color)
        4    0.007    0.002    0.008    0.002 {built-in method matplotlib._image.resample}
       49    0.000    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:721(set_locs)
       48    0.000    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:769(set_clip_path)
       20    0.001    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:283(axis_aligned_extrema)
      206    0.000    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1188(set_marker)
       61    0.001    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:790(get_patch_transform)
      866    0.002    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:312(xmax)
     3510    0.006    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\copyreg.py:98(__newobj__)
     1209    0.003    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1282(_preprocess_math)
       36    0.000    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:623(draw)
     1175    0.004    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:64(check_isinstance)
      516    0.001    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:250(_recache)
        4    0.001    0.000    0.007    0.002 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:713(__call__)
      896    0.002    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:307(ymin)
       61    0.001    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:329(_apply_params)
       16    0.000    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1215(_set_lim)
     3123    0.006    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:108(__init__)
        9    0.000    0.000    0.007    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2443(_update_offset_text_position)
     1839    0.002    0.000    0.007    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:158(invalidate)
       10    0.000    0.000    0.007    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1215(_proportional_y)
      510    0.003    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1152(update_from)
     3510    0.006    0.000    0.006    0.000 {method '__reduce_ex__' of 'object' objects}
     2215    0.002    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
      618    0.001    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:647(set_data)
      566    0.001    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:240(_check_color_like)
     2406    0.006    0.000    0.006    0.000 {method 'dot' of 'numpy.ndarray' objects}
      116    0.001    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1324(process_value)
       92    0.004    0.000    0.006    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1204    0.004    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_twodim_base_impl.py:163(eye)
      539    0.001    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:622(_from_any)
        7    0.000    0.000    0.006    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:625(_do_extends)
      255    0.000    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\copy.py:226(_deepcopy_method)
     3512    0.006    0.000    0.006    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      858    0.002    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:893(get_unitless_position)
      171    0.001    0.000    0.006    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:2868(__new__)
    15231    0.006    0.000    0.006    0.000 {function RcParams.__getitem__ at 0x000001A87F25A5C0}
    13632    0.005    0.000    0.005    0.000 {built-in method numpy.asanyarray}
      566    0.001    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:221(is_color_like)
        6    0.000    0.000    0.005    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:870(clear)
      170    0.001    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:342(update_from)
     6637    0.005    0.000    0.005    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.001    0.000    0.005    0.003 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1992(set_ticklabels)
      150    0.000    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:6843(array)
     2441    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
      314    0.002    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:495(broadcast_arrays)
      504    0.001    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1350(__add__)
       84    0.001    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:463(transformed)
     1059    0.001    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:924(get_siblings)
     7024    0.003    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:346(iterable)
2813/1839    0.004    0.000    0.005    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:167(_invalidate_internal)
     5112    0.005    0.000    0.005    0.000 {method 'update' of 'dict' objects}
